Address,Aggregate rating,Average Cost for two,City,Country Code,Country,Cuisines,Currency,Has Online delivery,Has Table booking,Is delivering now,Latitude,Locality Verbose,Locality,Longitude,Price range,Rating color,Rating text,Restaurant ID,Restaurant Name,Votes
"J-2/1 , Near Pragati Eye Center, Krishna Nagar, New Delhi",3.5,450,New Delhi,1,India,"Pizza, Fast Food",Indian Rupees(Rs.),No,No,No,28.6575847,"Krishna Nagar, New Delhi",Krishna Nagar,77.2855453,1,Yellow,Good,308938,Papa Pizza,21
"59, Indra Park Extension, Som Bazar Road, Near, Krishna Nagar, New Delhi",0,300,New Delhi,1,India,"Chinese, North Indian",Indian Rupees(Rs.),No,No,No,28.65124712,"Krishna Nagar, New Delhi",Krishna Nagar,77.28353441,1,White,Not rated,18282453,Aalishaan,2
"D-3/1, Lal Quarter, Krishna Nagar, New Delhi",0,200,New Delhi,1,India,Street Food,Indian Rupees(Rs.),No,No,No,0,"Krishna Nagar, New Delhi",Krishna Nagar,0,1,White,Not rated,18434966,Amritsari Chaat Bhandar,1
"Near Police Chowki, Krishna Nagar, New Delhi",0,600,New Delhi,1,India,North Indian,Indian Rupees(Rs.),No,No,No,0,"Krishna Nagar, New Delhi",Krishna Nagar,0,2,White,Not rated,18349764,Bansal Foods,0
"9, Satnam Park, Krishna Nagar, New Delhi",0,200,New Delhi,1,India,"Chinese, South Indian, Fast Food",Indian Rupees(Rs.),No,No,No,28.6551369,"Krishna Nagar, New Delhi",Krishna Nagar,77.2821467,1,White,Not rated,18421474,Bhatia Chinese Food,0
"32, Satnam Park, Krishna Nagar, New Delhi",0,200,New Delhi,1,India,North Indian,Indian Rupees(Rs.),No,No,No,28.65558682,"Krishna Nagar, New Delhi",Krishna Nagar,77.28215106,1,White,Not rated,18377904,Break Fast Junction,0
"29, Satnam Park, Krishna Nagar, New Delhi",0,200,New Delhi,1,India,North Indian,Indian Rupees(Rs.),No,No,No,28.6555214,"Krishna Nagar, New Delhi",Krishna Nagar,77.2822453,1,White,Not rated,18421482,Breakfast Hut,0
"F1/1, Krishna Nagar, New Delhi",0,300,New Delhi,1,India,Pizza,Indian Rupees(Rs.),No,No,No,28.660629,"Krishna Nagar, New Delhi",Krishna Nagar,77.2825524,1,White,Not rated,18433869,Buddy 's. Pizza,0
"E-7A/10, Sethi Chowk, Krishna Nagar, New Delhi",0,150,New Delhi,1,India,"Beverages, Fast Food",Indian Rupees(Rs.),No,No,No,28.65748122,"Krishna Nagar, New Delhi",Krishna Nagar,77.28349753,1,White,Not rated,18376495,Chai Garam,0
"A 11, Krishna Nagar, New Delhi",0,500,New Delhi,1,India,North Indian,Indian Rupees(Rs.),No,No,No,28.6588582,"Krishna Nagar, New Delhi",Krishna Nagar,77.2762894,2,White,Not rated,309483,Deepu Fish & Chicken,2
"Baldev Park, Krishna Nagar, New Delhi",0,350,New Delhi,1,India,"North Indian, Chinese, South Indian, Fast Food",Indian Rupees(Rs.),No,No,No,0,"Krishna Nagar, New Delhi",Krishna Nagar,0,1,White,Not rated,18217428,deliKitchen,3
"C-1/15, Lal Quarter, Krishna Nagar, New Delhi",0,400,New Delhi,1,India,"Bakery, Fast Food",Indian Rupees(Rs.),Yes,No,No,28.65655592,"Krishna Nagar, New Delhi",Krishna Nagar,77.28099915,1,White,Not rated,18323446,Dial A Cake,2
"F-2/35, Vijay Chowk, Near Shiv Chowk, Krishna Nagar, New Delhi",0,350,New Delhi,1,India,Healthy Food,Indian Rupees(Rs.),No,No,No,28.6576075,"Krishna Nagar, New Delhi",Krishna Nagar,77.2842188,1,White,Not rated,18423892,Fuel Diet Cafe,0
"D6/9, Lal Quarter, Krishna Nagar, New Delhi",0,250,New Delhi,1,India,"Chinese, Fast Food",Indian Rupees(Rs.),No,No,No,28.6590094,"Krishna Nagar, New Delhi",Krishna Nagar,77.2808326,1,White,Not rated,18432000,GO CHATZ With Breadz,1
"X/3478, Street 4, Raghubarpura Main Road, Near Shani Mandir, Krishna Nagar, New Delhi",0,100,New Delhi,1,India,Street Food,Indian Rupees(Rs.),No,No,No,28.66,"Krishna Nagar, New Delhi",Krishna Nagar,77.28,1,White,Not rated,18261956,Goldy Chat Bhandar,0
"A-4/17, Krishna Nagar, New Delhi",0,350,New Delhi,1,India,"Raw Meats, Fast Food",Indian Rupees(Rs.),No,No,No,28.65948063,"Krishna Nagar, New Delhi",Krishna Nagar,77.27822732,1,White,Not rated,18378017,Green Chick Chop,2
"Shop 5, F-1/9, Krishna Nagar, New Delhi",0,300,New Delhi,1,India,Fast Food,Indian Rupees(Rs.),No,No,No,28.6602512,"Krishna Nagar, New Delhi",Krishna Nagar,77.2815094,1,White,Not rated,18126099,Hungry Heights,2
"7/1, Shivpuri, Krishna Nagar, New Delhi",0,550,New Delhi,1,India,North Indian,Indian Rupees(Rs.),No,No,No,28.6525016,"Krishna Nagar, New Delhi",Krishna Nagar,77.2777796,2,White,Not rated,18423101,Kebabish,0
"Jheel Kuranja, Opposite 310, Bus Stop, Krishna Nagar, New Delhi",0,350,New Delhi,1,India,North Indian,Indian Rupees(Rs.),No,No,No,28.6590094,"Krishna Nagar, New Delhi",Krishna Nagar,77.2730949,1,White,Not rated,18376513,Khalsa Dhaba,0
"Shop 5, F-1/9, Lal Quarter, Krishna Nagar, New Delhi",0,350,New Delhi,1,India,Pizza,Indian Rupees(Rs.),No,No,No,28.6597564,"Krishna Nagar, New Delhi",Krishna Nagar,77.2829523,1,White,Not rated,18432218,Khanna's Hot Pizza,1
"C-7/1, Mandir Marg, Lal Quarter Market, Krishna Nagar, New Delhi",0,450,New Delhi,1,India,North Indian,Indian Rupees(Rs.),No,No,No,28.6594361,"Krishna Nagar, New Delhi",Krishna Nagar,77.2820172,1,White,Not rated,18255168,Lets Eat Veg,2
"2 Shiv Puri, Patparganj Road, Near Abhishek Banquet Hall, Krishna Nagar, New Delhi",0,350,New Delhi,1,India,"Mughlai, North Indian",Indian Rupees(Rs.),No,No,No,0,"Krishna Nagar, New Delhi",Krishna Nagar,0,1,White,Not rated,18384143,Mitra Da Dhabha,0
"1, New Govind Park, Krishna Nagar, New Delhi",0,250,New Delhi,1,India,"Bakery, Fast Food",Indian Rupees(Rs.),No,No,No,28.651044,"Krishna Nagar, New Delhi",Krishna Nagar,77.285269,1,White,Not rated,18222598,Murliwala Bakers,0
"F3/10, Krishna Nagar, New Delhi",0,300,New Delhi,1,India,"Raw Meats, Street Food",Indian Rupees(Rs.),No,No,No,28.65997,"Krishna Nagar, New Delhi",Krishna Nagar,77.2833009,1,White,Not rated,18431979,Panjabi Chic-Shoppe,0
"C8/1, Mandir Marg, Krishna Nagar, New Delhi",0,200,New Delhi,1,India,Mithai,Indian Rupees(Rs.),No,No,No,28.660019,"Krishna Nagar, New Delhi",Krishna Nagar,77.2833458,1,White,Not rated,313225,Raj Petha Bhandar,1
"C 5, Shivpuri, Krishna Nagar, New Delhi",0,100,New Delhi,1,India,Mithai,Indian Rupees(Rs.),No,No,No,28.6530845,"Krishna Nagar, New Delhi",Krishna Nagar,77.2777667,1,White,Not rated,18423103,Ramlal Sweets,0
"F-2/9, Krishna Nagar, New Delhi",0,250,New Delhi,1,India,North Indian,Indian Rupees(Rs.),No,No,No,28.6600095,"Krishna Nagar, New Delhi",Krishna Nagar,77.2832005,1,White,Not rated,308940,Sanjha Chula Baba Da,1
"F-2/9, Krishna Nagar, New Delhi",0,200,New Delhi,1,India,Street Food,Indian Rupees(Rs.),No,No,No,28.659873,"Krishna Nagar, New Delhi",Krishna Nagar,77.2831828,1,White,Not rated,18433871,Sri Krishna,0
"F-4/35, Krishna Nagar, New Delhi",0,250,New Delhi,1,India,South Indian,Indian Rupees(Rs.),No,No,No,28.65814167,"Krishna Nagar, New Delhi",Krishna Nagar,77.28492778,1,White,Not rated,308928,Sugandh Corner,3
"F-2/1, Labour Chowk, Krishna Nagar, New Delhi",0,300,New Delhi,1,India,"Chinese, Italian",Indian Rupees(Rs.),No,No,No,0,"Krishna Nagar, New Delhi",Krishna Nagar,0,1,White,Not rated,18469838,The Friends Cafe,0
"C-3/2, Krishna Nagar, New Delhi",0,400,New Delhi,1,India,Bakery,Indian Rupees(Rs.),No,No,No,28.6578175,"Krishna Nagar, New Delhi",Krishna Nagar,77.28106979,1,White,Not rated,18458342,The Muffin Girl,3
"Ground Floor, F 313/842, Lado Sarai, New Delhi",3.1,400,New Delhi,1,India,"Bakery, Fast Food",Indian Rupees(Rs.),Yes,No,No,28.523803,"Lado Sarai, New Delhi",Lado Sarai,77.195496,1,Orange,Average,18382338,Rainbows,10
"Qutab Golf Course, Lado Sarai, New Delhi",3.5,2200,New Delhi,1,India,"Continental, Italian, North Indian",Indian Rupees(Rs.),No,Yes,No,28.5291758,"Lado Sarai, New Delhi",Lado Sarai,77.1939597,4,Yellow,Good,17977751,The Nest,218
"F 21, Lado Sarai, New Delhi",0,300,New Delhi,1,India,Fast Food,Indian Rupees(Rs.),No,No,No,28.5278024,"Lado Sarai, New Delhi",Lado Sarai,77.1922337,1,White,Not rated,18382373,Burger Head Quarter BHQ,1
"344/3, 4th Floor, Lado Sarai, New Delhi",0,1500,New Delhi,1,India,"Cafe, French",Indian Rupees(Rs.),No,Yes,No,0,"Lado Sarai, New Delhi",Lado Sarai,0,3,White,Not rated,18485936,Chez Jerome - Q Cafe,1
"F-703, Lado Sarai, New Delhi",0,600,New Delhi,1,India,North Indian,Indian Rupees(Rs.),No,No,No,28.5278927,"Lado Sarai, New Delhi",Lado Sarai,77.1941204,2,White,Not rated,18415370,Mr. Billiken,0
"Press Enclave Marg, Lado Sarai, New Delhi",0,300,New Delhi,1,India,"South Indian, Fast Food",Indian Rupees(Rs.),No,No,No,0,"Lado Sarai, New Delhi",Lado Sarai,0,1,White,Not rated,18363216,Mulligan Cafe,1
"Near 'Made Easy', Lado Sarai, New Delhi",0,200,New Delhi,1,India,Fast Food,Indian Rupees(Rs.),No,No,No,28.5280987,"Lado Sarai, New Delhi",Lado Sarai,77.1918882,1,White,Not rated,18472689,Naya Adda,0
"M-395, Lado Sarai, New Delhi",0,200,New Delhi,1,India,"Bakery, Desserts",Indian Rupees(Rs.),No,No,No,28.5231188,"Lado Sarai, New Delhi",Lado Sarai,77.1954089,1,White,Not rated,18385727,OCD - Online Cake Delivery,1
"F-291/64, MB Road, Lado Sarai, New Delhi",0,300,New Delhi,1,India,Fast Food,Indian Rupees(Rs.),No,No,No,28.5231802,"Lado Sarai, New Delhi",Lado Sarai,77.1954681,1,White,Not rated,18414508,Puja Sandwich House,1
"C-125, Near Flyover Market, Lajpat Nagar 1, New Delhi",3.4,250,New Delhi,1,India,Fast Food,Indian Rupees(Rs.),No,No,No,28.57857977,"Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,77.23905969,1,Orange,Average,9571,Ambersari Dhaba,44
"B-206, Krishna Market, Lajpat Nagar 1, New Delhi",3,500,New Delhi,1,India,"Cafe, Chinese",Indian Rupees(Rs.),No,No,No,28.57548265,"Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,77.24256869,2,Orange,Average,313491,Arabian Knites,7
"177, E Block, Lajpat Nagar 1, New Delhi",3.1,100,New Delhi,1,India,Street Food,Indian Rupees(Rs.),No,No,No,28.58,"Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,77.24,1,Orange,Average,18260714,Aryan's Rajasthani Pyaz Ki Kachori,4
"E- 196, Krishna Market, Lajpat Nagar 1, New Delhi",2.7,250,New Delhi,1,India,"Chinese, Fast Food",Indian Rupees(Rs.),Yes,No,No,28.57509517,"Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,77.2428349,1,Orange,Average,310344,Aviram's Chinese Kitchen,4
"25, Krishna Market, Near Gurudwara Singh Sabha, Lajpat Nagar 1, New Delhi",2.8,250,New Delhi,1,India,"Mithai, North Indian, Chinese, Street Food",Indian Rupees(Rs.),No,No,No,28.57557569,"Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,77.24261798,1,Orange,Average,9875,Bhagwan Sweets,8
"E 178, Ground Floor, Krishna Market, Lajpat Nagar 1, New Delhi",2.7,400,New Delhi,1,India,"North Indian, Chinese",Indian Rupees(Rs.),Yes,No,No,28.57518762,"Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,77.24215731,1,Orange,Average,18396161,Chawla,7
"C-222, Lajpat Nagar 1, New Delhi",3.2,450,New Delhi,1,India,"Chinese, Fast Food",Indian Rupees(Rs.),Yes,No,No,28.57850528,"Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,77.24129397,1,Orange,Average,9572,Chinese Hut,56
"Shop 1D-177, Lajpat Nagar 1, New Delhi",3.3,150,New Delhi,1,India,Fast Food,Indian Rupees(Rs.),Yes,No,No,28.578557,"Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,77.242238,1,Orange,Average,18371289,Flavourz,6
"A 155, Near Samara Honda, Lajpat Nagar 1, New Delhi",3,600,New Delhi,1,India,"Bakery, Desserts",Indian Rupees(Rs.),No,No,No,28.573524,"Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,77.240304,2,Orange,Average,18356840,Lets Bake Love,4
"47, Krishna Market, Lajpat Nagar 1, New Delhi",2.6,100,New Delhi,1,India,North Indian,Indian Rupees(Rs.),Yes,No,No,28.57534897,"Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,77.24246509,1,Orange,Average,303784,Mahadev Dhaba,10
"37, Krishna Market, Lajpat Nagar 1, New Delhi",3.3,550,New Delhi,1,India,"Chinese, North Indian",Indian Rupees(Rs.),No,No,No,28.57523591,"Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,77.24189311,2,Orange,Average,9906,Sethi's Food Corner,40
"C-95, Lajpat Nagar 1, New Delhi",3.4,700,New Delhi,1,India,"North Indian, Chinese, Fast Food",Indian Rupees(Rs.),Yes,No,No,28.57749657,"Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,77.24015605,2,Orange,Average,305581,Sethi's Restaurant,49
"Lal Sai Market, Near Tiwari Sweets, Lajpat Nagar 1, New Delhi",3,100,New Delhi,1,India,"Desserts, Ice Cream",Indian Rupees(Rs.),No,No,No,28.56557384,"Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,77.24651657,1,Orange,Average,9588,Sindhi Kulfi,4
"B-223, Krishna Market, Lajpat Nagar 1, New Delhi",2.7,400,New Delhi,1,India,"South Indian, North Indian",Indian Rupees(Rs.),No,No,No,28.57573998,"Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,77.24151291,1,Orange,Average,312798,Sri Kamakshi Vilas,9
"G-16, Lajpat Nagar 1, New Delhi",2.6,450,New Delhi,1,India,"North Indian, Chinese, Fast Food",Indian Rupees(Rs.),Yes,No,No,28.57453,"Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,77.245041,1,Orange,Average,18361738,The Midnight Hub - C,102
"3, Krishna Market, Lajpat Nagar 1, New Delhi",3.8,200,New Delhi,1,India,"North Indian, Street Food",Indian Rupees(Rs.),No,No,No,28.57535368,"Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,77.24148139,1,Yellow,Good,9579,Anand Ji,183
"A-117, Lajpat Nagar 1, New Delhi",3.7,650,New Delhi,1,India,"Chinese, Asian, Thai",Indian Rupees(Rs.),Yes,No,No,28.57443534,"Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,77.23999545,2,Yellow,Good,309816,Happy Hakka,270
"D-166, Shop 3, Near Railway Crossing, Lajpat Nagar 1, New Delhi",3.6,600,New Delhi,1,India,North Indian,Indian Rupees(Rs.),Yes,No,No,28.57748273,"Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,77.23870397,2,Yellow,Good,307283,Oberoi's,75
"E-86, Lajpat Nagar 1, New Delhi",3.5,800,New Delhi,1,India,"North Indian, Mughlai",Indian Rupees(Rs.),Yes,Yes,No,28.57326317,"Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,77.24144083,2,Yellow,Good,311150,Relax Restaurant,116
"Shop 10, Krishna Market, Lajpat Nagar 1, New Delhi",0,250,New Delhi,1,India,Mughlai,Indian Rupees(Rs.),No,No,No,28.57591488,"Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,77.24159539,1,White,Not rated,18294237,Al-Rihan,0
"48, Krishna Market, Lajpat Nagar 1, New Delhi",0,250,New Delhi,1,India,"North Indian, Chinese, South Indian",Indian Rupees(Rs.),Yes,No,No,28.575746,"Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,77.2377796,1,White,Not rated,18455557,All Day 99,3
"Shop 8, Krishna Market, Lajpat Nagar 1, New Delhi",0,300,New Delhi,1,India,South Indian,Indian Rupees(Rs.),No,No,No,28.5752885,"Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,77.2415063,1,White,Not rated,18425773,Anna Dosa,3
"A 88, Near Desu Office, Lajpat Nagar 1, New Delhi",0,250,New Delhi,1,India,"Raw Meats, Fast Food",Indian Rupees(Rs.),No,No,No,28.57287833,"Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,77.23935641,1,White,Not rated,310358,Chick Chicken House,2
"Ground Floor, C-196, Near Railway Fatak, Lajpat Nagar 1, New Delhi",0,300,New Delhi,1,India,Mughlai,Indian Rupees(Rs.),No,No,No,28.5786022,"Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,77.2410469,1,White,Not rated,18425161,Chicken King,1
"C-107, Lajpat Nagar 1, New Delhi",0,300,New Delhi,1,India,"Bakery, Desserts",Indian Rupees(Rs.),Yes,No,No,28.57783516,"Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,77.23900907,1,White,Not rated,308704,Choco Kraft,2
"I-54, First Floor, Lajpat Nagar 1, New Delhi",0,300,New Delhi,1,India,"Bakery, Desserts",Indian Rupees(Rs.),No,No,No,0,"Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,0,1,White,Not rated,18323603,Cocoalicious Delights,0
"C-118, Lajpat Nagar 1, New Delhi",0,600,New Delhi,1,India,"North Indian, Chinese",Indian Rupees(Rs.),No,No,No,28.57852765,"Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,77.23922364,2,White,Not rated,18025089,FNV,2
"C-118, Lajpat Nagar 1, New Delhi",0,400,New Delhi,1,India,North Indian,Indian Rupees(Rs.),Yes,No,No,28.5786572,"Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,77.23921526,1,White,Not rated,18264993,Food En Vouge,0
"27, Main Market, Nehru Nagar, Lajpat Nagar 1, New Delhi",0,300,New Delhi,1,India,Chinese,Indian Rupees(Rs.),No,No,No,28.5690147,"Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,77.2533595,1,White,Not rated,18429151,Food Junction,0
"43, Main Market, Nehru Nagar, Lajpat Nagar 1, New Delhi",0,150,New Delhi,1,India,North Indian,Indian Rupees(Rs.),No,No,No,28.569441,"Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,77.2529469,1,White,Not rated,18429161,Gian Ji Punjabi Dhaba,0
"E-196B, Krishna Market, Lajpat Nagar 1, New Delhi",0,100,New Delhi,1,India,Street Food,Indian Rupees(Rs.),No,No,No,28.5751889,"Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,77.2430561,1,White,Not rated,18425781,Govinda,1
"Shop 1, D-166, Lajpat Nagar 1, New Delhi",0,200,New Delhi,1,India,"Bakery, Fast Food",Indian Rupees(Rs.),Yes,No,No,28.57748273,"Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,77.23870397,1,White,Not rated,18446391,Intermission,3
"B-206, Lajpat Nagar 1, New Delhi",0,350,New Delhi,1,India,"North Indian, Chinese",Indian Rupees(Rs.),Yes,No,No,28.5753454,"Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,77.2393918,1,White,Not rated,18481310,Karma Cafe & Lounge,1
"Shop 55, Krishna Market, Lajpat Nagar 1, New Delhi",0,300,New Delhi,1,India,Bakery,Indian Rupees(Rs.),Yes,No,No,28.5753441,"Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,77.2427407,1,White,Not rated,18425777,Lotes Bakes,0
"42, Main Market, Near Gurudwara, Nehru Nagar, Lajpat Nagar 1, New Delhi",0,250,New Delhi,1,India,South Indian,Indian Rupees(Rs.),No,No,No,28.5694893,"Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,77.2529979,1,White,Not rated,18429157,New Anna Ka Dosa,1
"E-209, Lajpat Nagar 1, New Delhi",0,500,New Delhi,1,India,"Mughlai, North Indian",Indian Rupees(Rs.),No,No,No,28.57387443,"Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,77.24355239,2,White,Not rated,18265712,New Sethi's,0
"C-222, Near Railway Crossing, Lajpat Nagar 1, New Delhi",0,150,New Delhi,1,India,"Mithai, Street Food",Indian Rupees(Rs.),No,No,No,28.57857859,"Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,77.24115785,1,White,Not rated,9599,Punjab Sweets,2
"Shop 18, Krishna Market, Lajpat Nagar 1, New Delhi",0,200,New Delhi,1,India,North Indian,Indian Rupees(Rs.),No,No,No,28.5755255,"Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,77.2423223,1,White,Not rated,18425148,Shri Ram Dhaba,0
"E-93, Lajpat Nagar 1, New Delhi",0,200,New Delhi,1,India,North Indian,Indian Rupees(Rs.),Yes,No,No,28.57324197,"Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,77.24150252,1,White,Not rated,18265724,Standard Punjabi Food,3
"C-96, Ground Floor, Lajpat Nagar 1, New Delhi",0,400,New Delhi,1,India,Bakery,Indian Rupees(Rs.),No,No,No,0,"Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,0,1,White,Not rated,18458659,Sunrise Bakery,0
"C-222, Lajpat Nagar 1, New Delhi",0,400,New Delhi,1,India,North Indian,Indian Rupees(Rs.),Yes,No,No,28.5783107,"Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,77.2413122,1,White,Not rated,18424905,Taste of Spice,0
"C-53/54, Lajpat Nagar 1, New Delhi",0,500,New Delhi,1,India,North Indian,Indian Rupees(Rs.),No,No,No,0,"Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,0,2,White,Not rated,18410302,The Celiac Kitchen,0
"J-35 B, Central Market, Lajpat Nagar 2, New Delhi",3.4,300,New Delhi,1,India,"North Indian, Chinese, Street Food, Mithai",Indian Rupees(Rs.),Yes,No,No,28.5690093,"Lajpat Nagar 2, New Delhi",Lajpat Nagar 2,77.2437034,1,Orange,Average,7856,Aggarwal Sweet Corner,22
"Lajpat Nagar 2, New Delhi",3,600,New Delhi,1,India,Biryani,Indian Rupees(Rs.),Yes,No,No,28.569244,"Lajpat Nagar 2, New Delhi",Lajpat Nagar 2,77.2433442,2,Orange,Average,18365894,Behrouz Biryani,32
"Lajpat Nagar 2, New Delhi",3.1,1000,New Delhi,1,India,"Biryani, Hyderabadi",Indian Rupees(Rs.),Yes,Yes,No,28.5668537,"Lajpat Nagar 2, New Delhi",Lajpat Nagar 2,77.2464874,3,Orange,Average,18441523,Biryani Blues,8
"J-2, 25AB, Lajpat Nagar 2, New Delhi",3.4,500,New Delhi,1,India,"Burger, Fast Food",Indian Rupees(Rs.),Yes,No,No,28.5693419,"Lajpat Nagar 2, New Delhi",Lajpat Nagar 2,77.2430012,2,Orange,Average,18400728,Burger King,45
"D/34, Plot 11, Ground Floor, Lajpat Nagar 2, New Delhi",2.5,700,New Delhi,1,India,"Pizza, Fast Food",Indian Rupees(Rs.),No,No,No,28.5701061,"Lajpat Nagar 2, New Delhi",Lajpat Nagar 2,77.241099,2,Orange,Average,310345,Domino's Pizza,47
"1 & 2, Lal Sai Market, Lajpat Nagar 2, New Delhi",3.4,650,New Delhi,1,India,"North Indian, Mughlai",Indian Rupees(Rs.),Yes,No,No,28.5659744,"Lajpat Nagar 2, New Delhi",Lajpat Nagar 2,77.246667,2,Orange,Average,9596,Gopal (Sindhi) Restaurant,59
"I-83, Central Market, Lajpat Nagar 2, New Delhi",2.9,550,New Delhi,1,India,Afghani,Indian Rupees(Rs.),Yes,No,No,28.5702514,"Lajpat Nagar 2, New Delhi",Lajpat Nagar 2,77.2445117,2,Orange,Average,302577,Kabul Delhi,39
"D35, Ground Floor, Lajpat Nagar 2, New Delhi",2.9,650,New Delhi,1,India,"Mughlai, North Indian",Indian Rupees(Rs.),Yes,No,No,28.5701061,"Lajpat Nagar 2, New Delhi",Lajpat Nagar 2,77.241099,2,Orange,Average,18334458,Khan Chacha,31
"K-95, Lajpat Nagar 2, New Delhi",2.8,800,New Delhi,1,India,"Italian, Pizza, Fast Food",Indian Rupees(Rs.),Yes,No,No,28.5674166,"Lajpat Nagar 2, New Delhi",Lajpat Nagar 2,77.2466986,2,Orange,Average,4847,Pizza Hut Delivery,54
"C-57, Lajpat Nagar 2, New Delhi",3.3,250,New Delhi,1,India,"North Indian, Street Food",Indian Rupees(Rs.),No,No,No,28.5716356,"Lajpat Nagar 2, New Delhi",Lajpat Nagar 2,77.2380758,1,Orange,Average,2601,Punjabi Jaika,40
"J-23 A, Central Market, Lajpat Nagar 2, New Delhi",2.6,500,New Delhi,1,India,"North Indian, South Indian, Chinese",Indian Rupees(Rs.),No,No,No,28.5694702,"Lajpat Nagar 2, New Delhi",Lajpat Nagar 2,77.2428952,2,Orange,Average,3490,Rozy Restaurant,50
"3rd Floor, I-2, Central market, Lajpat Nagar 2, New Delhi",3.1,600,New Delhi,1,India,"North Indian, Chinese",Indian Rupees(Rs.),No,No,No,28.5693849,"Lajpat Nagar 2, New Delhi",Lajpat Nagar 2,77.243883,2,Orange,Average,18349930,Taj Cafe,18
"O-3/20, Lajpat Nagar 2, New Delhi",3.1,500,New Delhi,1,India,"Mithai, North Indian, South Indian, Chinese, Street Food",Indian Rupees(Rs.),No,No,No,28.5666488,"Lajpat Nagar 2, New Delhi",Lajpat Nagar 2,77.2462179,2,Orange,Average,7735,Tewari Sweets,33
"C-160, Near Roxy Drycleaner, Central Market, Lajpat Nagar 2, New Delhi",3,300,New Delhi,1,India,"Burger, Fast Food, Chinese, Bakery",Indian Rupees(Rs.),Yes,No,No,28.571408,"Lajpat Nagar 2, New Delhi",Lajpat Nagar 2,77.24065,1,Orange,Average,301239,The Burger Hut & Cake Shop,41
"C-152, Lajpat Nagar 2, New Delhi",3.5,200,New Delhi,1,India,Bakery,Indian Rupees(Rs.),No,No,No,28.5714391,"Lajpat Nagar 2, New Delhi",Lajpat Nagar 2,77.2403585,1,Yellow,Good,7861,Angel's Basket,70
"A-80, Central Market, Near Axis Bank, Lajpat Nagar 2, New Delhi",3.7,550,New Delhi,1,India,"North Indian, South Indian, Fast Food, Street Food, Chinese, Beverages, Desserts, Mithai",Indian Rupees(Rs.),Yes,No,No,28.5710749,"Lajpat Nagar 2, New Delhi",Lajpat Nagar 2,77.2390334,2,Yellow,Good,491,Bikanervala,269
